PAY_TABLE,START_DATE,END_DATE,PAY_PLAN,GRADE,STEP,BASIC_SALARY
U150,2022-07-25,4712-12-31,AD,14,11,117613
U150,2022-07-25,4712-12-31,AD,14,12,120267
U150,2022-07-25,4712-12-31,AD,14,13,122932
U150,2022-07-25,4712-12-31,AD,14,14,125603
U150,2022-07-25,4712-12-31,AD,11,27,148682
U150,2022-07-25,4712-12-31,AD,11,28,151206
U150,2022-07-25,4712-12-31,AD,11,29,153691
U150,2022-07-25,4712-12-31,AD,12,00,81247
U150,2022-07-25,4712-12-31,AD,12,01,83642
U150,2022-07-25,4712-12-31,AD,12,02,86064
U150,2022-07-25,4712-12-31,AD,12,03,88518
U150,2022-07-25,4712-12-31,AD,12,04,91000
U150,2022-07-25,4712-12-31,AD,12,05,93513
U150,2022-07-25,4712-12-31,AD,12,06,96047
U150,2022-07-25,4712-12-31,AD,12,07,98607
U150,2022-07-25,4712-12-31,AD,14,16,130970
U150,2022-07-25,4712-12-31,AD,14,17,133655
U150,2022-07-25,4712-12-31,AD,14,18,136341
U150,2022-07-25,4712-12-31,AD,14,19,139021
U150,2022-07-25,4712-12-31,AD,14,20,141699
U150,2022-07-25,4712-12-31,AD,14,21,144365
U150,2022-07-25,4712-12-31,AD,14,22,147016
U150,2022-07-25,4712-12-31,AD,14,23,149656
U150,2022-07-25,4712-12-31,AD,14,24,152274
U150,2022-07-25,4712-12-31,AD,14,25,154876
U150,2022-07-25,4712-12-31,AD,14,26,157456
U150,2022-07-25,4712-12-31,AD,14,27,160005
U150,2022-07-25,4712-12-31,AD,14,28,162524
U150,2022-07-25,4712-12-31,AD,14,29,165013
U150,2022-07-25,4712-12-31,AD,15,00,95607
U150,2022-07-25,4712-12-31,AD,15,01,98004
U150,2022-07-25,4712-12-31,AD,15,02,100427
U150,2022-07-25,4712-12-31,AD,15,03,102874
U150,2022-07-25,4712-12-31,AD,15,04,105362
U150,2022-07-25,4712-12-31,AD,15,05,107869
U150,2022-07-25,4712-12-31,AD,15,06,110409
U150,2022-07-25,4712-12-31,AD,15,07,112973
U150,2022-07-25,4712-12-31,AD,15,08,115550
U150,2022-07-25,4712-12-31,AD,15,09,118157
U150,2022-07-25,4712-12-31,AD,15,10,120778
U150,2022-07-25,4712-12-31,AD,15,11,123413
U150,2022-07-25,4712-12-31,AD,15,12,126067
U150,2022-07-25,4712-12-31,AD,15,13,128730
U150,2022-07-25,4712-12-31,AD,15,14,131401
U150,2022-07-25,4712-12-31,AD,14,15,128285
U150,2022-07-25,4712-12-31,AD,11,00,78489
U150,2022-07-25,4712-12-31,AD,11,01,80879
U150,2022-07-25,4712-12-31,AD,11,02,83305
U150,2022-07-25,4712-12-31,AD,11,03,85757
U150,2022-07-25,4712-12-31,AD,11,04,88241
U150,2022-07-25,4712-12-31,AD,11,05,90755
U150,2022-07-25,4712-12-31,AD,11,06,93288
U150,2022-07-25,4712-12-31,AD,11,07,95849
U150,2022-07-25,4712-12-31,AD,11,08,98428
U150,2022-07-25,4712-12-31,AD,11,09,101035
U150,2022-07-25,4712-12-31,AD,11,10,103658
U150,2022-07-25,4712-12-31,AD,11,11,106292
U150,2022-07-25,4712-12-31,AD,11,12,108947
U150,2022-07-25,4712-12-31,AD,11,13,111607
U150,2022-07-25,4712-12-31,AD,11,14,114283
U150,2022-07-25,4712-12-31,AD,11,15,116962
U150,2022-07-25,4712-12-31,AD,11,16,119646
U150,2022-07-25,4712-12-31,AD,11,17,122334
U150,2022-07-25,4712-12-31,AD,11,18,125020
U150,2022-07-25,4712-12-31,AD,11,19,127700
U150,2022-07-25,4712-12-31,AD,11,20,130372
U150,2022-07-25,4712-12-31,AD,11,21,133042
U150,2022-07-25,4712-12-31,AD,11,22,135696
U150,2022-07-25,4712-12-31,AD,11,23,138334
U150,2022-07-25,4712-12-31,AD,11,24,140955
U150,2022-07-25,4712-12-31,AD,11,25,143557
U150,2022-07-25,4712-12-31,AD,11,26,146134
U150,2022-07-25,4712-12-31,AD,12,08,101195
U150,2022-07-25,4712-12-31,AD,12,09,103795
U150,2022-07-25,4712-12-31,AD,12,10,106414
U150,2022-07-25,4712-12-31,AD,12,11,109057
U150,2022-07-25,4712-12-31,AD,12,12,111709
U150,2022-07-25,4712-12-31,AD,12,13,114367
U150,2022-07-25,4712-12-31,AD,12,14,117043
U150,2022-07-25,4712-12-31,AD,12,15,119719
U150,2022-07-25,4712-12-31,AD,12,16,122407
U150,2022-07-25,4712-12-31,AD,12,17,125095
U150,2022-07-25,4712-12-31,AD,12,18,127778
U150,2022-07-25,4712-12-31,AD,12,19,130462
U150,2022-07-25,4712-12-31,AD,12,20,133134
U150,2022-07-25,4712-12-31,AD,12,21,135804
U150,2022-07-25,4712-12-31,AD,12,22,138459
U150,2022-07-25,4712-12-31,AD,12,23,141096
U150,2022-07-25,4712-12-31,AD,12,24,143717
U150,2022-07-25,4712-12-31,AD,12,25,146318
U150,2022-07-25,4712-12-31,AD,12,26,148896
U150,2022-07-25,4712-12-31,AD,12,27,151442
U150,2022-07-25,4712-12-31,AD,12,28,153962
U150,2022-07-25,4712-12-31,AD,12,29,156450
U150,2022-07-25,4712-12-31,AD,13,00,84013
U150,2022-07-25,4712-12-31,AD,13,01,86403
U150,2022-07-25,4712-12-31,AD,13,02,88824
U150,2022-07-25,4712-12-31,AD,13,03,91282
U150,2022-07-25,4712-12-31,AD,13,04,93762
U150,2022-07-25,4712-12-31,AD,13,05,96275
U150,2022-07-25,4712-12-31,AD,13,06,98806
U150,2022-07-25,4712-12-31,AD,13,07,101370
U150,2022-07-25,4712-12-31,AD,13,08,103951
U150,2022-07-25,4712-12-31,AD,13,09,106555
U150,2022-07-25,4712-12-31,AD,13,10,109178
U150,2022-07-25,4712-12-31,AD,13,11,111815
U150,2022-07-25,4712-12-31,AD,13,12,114472
U150,2022-07-25,4712-12-31,AD,15,16,136767
U150,2022-07-25,4712-12-31,AD,15,17,139451
U150,2022-07-25,4712-12-31,AD,15,18,142141
U150,2022-07-25,4712-12-31,AD,15,19,144820
U150,2022-07-25,4712-12-31,AD,15,20,147495
U150,2022-07-25,4712-12-31,AD,15,21,150164
U150,2022-07-25,4712-12-31,AD,15,22,152814
U150,2022-07-25,4712-12-31,AD,15,23,155456
U150,2022-07-25,4712-12-31,AD,15,24,158076
U150,2022-07-25,4712-12-31,AD,15,25,160678
U150,2022-07-25,4712-12-31,AD,15,26,163253
U150,2022-07-25,4712-12-31,AD,15,27,165803
U150,2022-07-25,4712-12-31,AD,15,28,168325
U150,2022-07-25,4712-12-31,AD,15,29,170811
U150,2022-07-25,4712-12-31,AD,16,00,101407
U150,2022-07-25,4712-12-31,AD,16,01,103801
U150,2022-07-25,4712-12-31,AD,16,02,106220
U150,2022-07-25,4712-12-31,AD,16,03,108679
U150,2022-07-25,4712-12-31,AD,16,04,111156
U150,2022-07-25,4712-12-31,AD,16,05,113670
U150,2022-07-25,4712-12-31,AD,16,06,116206
U150,2022-07-25,4712-12-31,AD,16,07,118770
U150,2022-07-25,4712-12-31,AD,16,08,121352
U150,2022-07-25,4712-12-31,AD,16,09,123955
U150,2022-07-25,4712-12-31,AD,16,10,126572
U150,2022-07-25,4712-12-31,AD,16,11,129210
U150,2022-07-25,4712-12-31,AD,16,12,131865
U150,2022-07-25,4712-12-31,AD,16,13,134531
U150,2022-07-25,4712-12-31,AD,16,14,137201
U150,2022-07-25,4712-12-31,AD,16,15,139882
U150,2022-07-25,4712-12-31,AD,16,16,142566
U150,2022-07-25,4712-12-31,AD,15,15,134087
U150,2022-07-25,4712-12-31,AD,16,17,145258
U150,2022-07-25,4712-12-31,AD,16,18,147938
U150,2022-07-25,4712-12-31,AD,16,19,150622
U150,2022-07-25,4712-12-31,AD,16,20,153297
U150,2022-07-25,4712-12-31,AD,16,21,155964
U150,2022-07-25,4712-12-31,AD,16,22,158616
U150,2022-07-25,4712-12-31,AD,16,23,161254
U150,2022-07-25,4712-12-31,AD,16,24,163878
U150,2022-07-25,4712-12-31,AD,16,25,166479
U150,2022-07-25,4712-12-31,AD,16,26,169054
U150,2022-07-25,4712-12-31,AD,16,27,171604
U150,2022-07-25,4712-12-31,AD,16,28,174125
U150,2022-07-25,4712-12-31,AD,16,29,176612
U150,2022-07-25,4712-12-31,AD,17,00,108310
U150,2022-07-25,4712-12-31,AD,17,01,110706
U150,2022-07-25,4712-12-31,AD,17,02,113126
U150,2022-07-25,4712-12-31,AD,17,03,115581
U150,2022-07-25,4712-12-31,AD,17,04,118067
U150,2022-07-25,4712-12-31,AD,17,05,120569
U150,2022-07-25,4712-12-31,AD,17,06,123113
U150,2022-07-25,4712-12-31,AD,17,07,125672
U150,2022-07-25,4712-12-31,AD,17,08,128252
U150,2022-07-25,4712-12-31,AD,17,09,130859
U150,2022-07-25,4712-12-31,AD,17,10,133482
U150,2022-07-25,4712-12-31,AD,17,11,136116
U150,2022-07-25,4712-12-31,AD,17,12,138773
U150,2022-07-25,4712-12-31,AD,17,13,141433
U150,2022-07-25,4712-12-31,AD,17,14,144105
U150,2022-07-25,4712-12-31,AD,17,15,146785
U150,2022-07-25,4712-12-31,AD,17,16,149470
U150,2022-07-25,4712-12-31,AD,17,17,152158
U150,2022-07-25,4712-12-31,AD,17,18,154841
U150,2022-07-25,4712-12-31,AD,17,19,157521
U150,2022-07-25,4712-12-31,AD,17,20,160199
U150,2022-07-25,4712-12-31,AD,17,21,162864
U150,2022-07-25,4712-12-31,AD,17,22,165518
U150,2022-07-25,4712-12-31,AD,17,23,168158
U150,2022-07-25,4712-12-31,AD,17,24,170778
U150,2022-07-25,4712-12-31,AD,17,25,173382
U150,2022-07-25,4712-12-31,AD,17,26,175956
U150,2022-07-25,4712-12-31,AD,17,27,178508
U150,2022-07-25,4712-12-31,AD,17,28,181027
U150,2022-07-25,4712-12-31,AD,17,29,183516
U150,2022-07-25,4712-12-31,AD,18,00,115212
U150,2022-07-25,4712-12-31,AD,18,27,185412
U150,2022-07-25,4712-12-31,AD,18,28,187932
U150,2022-07-25,4712-12-31,AD,18,29,190413
U150,2022-07-25,4712-12-31,AD,13,13,117133
U150,2022-07-25,4712-12-31,AD,13,14,119807
U150,2022-07-25,4712-12-31,AD,13,15,122482
U150,2022-07-25,4712-12-31,AD,13,16,125171
U150,2022-07-25,4712-12-31,AD,13,17,127856
U150,2022-07-25,4712-12-31,AD,13,18,130542
U150,2022-07-25,4712-12-31,AD,13,19,133227
U150,2022-07-25,4712-12-31,AD,13,20,135901
U150,2022-07-25,4712-12-31,AD,13,21,138566
U150,2022-07-25,4712-12-31,AD,13,22,141219
U150,2022-07-25,4712-12-31,AD,13,23,143859
U150,2022-07-25,4712-12-31,AD,13,24,146483
U150,2022-07-25,4712-12-31,AD,13,25,149081
U150,2022-07-25,4712-12-31,AD,13,26,151657
U150,2022-07-25,4712-12-31,AD,13,27,154207
U150,2022-07-25,4712-12-31,AD,13,28,156727
U150,2022-07-25,4712-12-31,AD,13,29,159213
U150,2022-07-25,4712-12-31,AD,14,00,89807
U150,2022-07-25,4712-12-31,AD,14,01,92204
U150,2022-07-25,4712-12-31,AD,14,02,94627
U150,2022-07-25,4712-12-31,AD,14,03,97079
U150,2022-07-25,4712-12-31,AD,14,04,99565
U150,2022-07-25,4712-12-31,AD,14,05,102073
U150,2022-07-25,4712-12-31,AD,14,06,104606
U150,2022-07-25,4712-12-31,AD,18,03,122482
U150,2022-07-25,4712-12-31,AD,18,04,124967
U150,2022-07-25,4712-12-31,AD,18,05,127474
U150,2022-07-25,4712-12-31,AD,18,06,130013
U150,2022-07-25,4712-12-31,AD,18,07,132575
U150,2022-07-25,4712-12-31,AD,18,08,135156
U150,2022-07-25,4712-12-31,AD,18,09,137760
U150,2022-07-25,4712-12-31,AD,18,10,140381
U150,2022-07-25,4712-12-31,AD,18,11,143019
U150,2022-07-25,4712-12-31,AD,18,12,145671
U150,2022-07-25,4712-12-31,AD,18,13,148337
U150,2022-07-25,4712-12-31,AD,18,14,151009
U150,2022-07-25,4712-12-31,AD,18,15,153688
U150,2022-07-25,4712-12-31,AD,18,16,156374
U150,2022-07-25,4712-12-31,AD,18,17,159058
U150,2022-07-25,4712-12-31,AD,18,18,161745
U150,2022-07-25,4712-12-31,AD,18,19,164428
U150,2022-07-25,4712-12-31,AD,18,20,167103
U150,2022-07-25,4712-12-31,AD,18,21,169769
U150,2022-07-25,4712-12-31,AD,18,22,172422
U150,2022-07-25,4712-12-31,AD,18,23,175062
U150,2022-07-25,4712-12-31,AD,18,24,177680
U150,2022-07-25,4712-12-31,AD,18,25,180281
U150,2022-07-25,4712-12-31,AD,18,26,182859
U150,2022-07-25,4712-12-31,AD,18,01,117607
U150,2022-07-25,4712-12-31,AD,18,02,120031
U200,2022-07-25,4712-12-31,AD,15,00,61660
U200,2022-07-25,4712-12-31,AD,15,01,63535
U200,2022-07-25,4712-12-31,AD,15,02,65439
U200,2022-07-25,4712-12-31,AD,15,03,67365
U200,2022-07-25,4712-12-31,AD,15,04,69313
U200,2022-07-25,4712-12-31,AD,15,05,71287
U200,2022-07-25,4712-12-31,AD,15,06,73281
U200,2022-07-25,4712-12-31,AD,15,07,75296
U200,2022-07-25,4712-12-31,AD,15,08,77324
U200,2022-07-25,4712-12-31,AD,15,09,79366
U200,2022-07-25,4712-12-31,AD,15,10,81426
U200,2022-07-25,4712-12-31,AD,15,11,83497
U200,2022-07-25,4712-12-31,AD,15,12,85580
U200,2022-07-25,4712-12-31,AD,15,13,87677
U200,2022-07-25,4712-12-31,AD,15,14,89776
U200,2022-07-25,4712-12-31,AD,15,15,91876
U200,2022-07-25,4712-12-31,AD,15,16,93988
U200,2022-07-25,4712-12-31,AD,15,17,96097
U200,2022-07-25,4712-12-31,AD,15,18,98206
U200,2022-07-25,4712-12-31,AD,15,19,100311
U200,2022-07-25,4712-12-31,AD,15,20,102414
U200,2022-07-25,4712-12-31,AD,15,21,104510
U200,2022-07-25,4712-12-31,AD,15,22,106595
U200,2022-07-25,4712-12-31,AD,15,23,108666
U200,2022-07-25,4712-12-31,AD,15,24,110725
U200,2022-07-25,4712-12-31,AD,15,25,112769
U200,2022-07-25,4712-12-31,AD,15,26,114792
U200,2022-07-25,4712-12-31,AD,15,27,116795
U200,2022-07-25,4712-12-31,AD,15,28,118777
U200,2022-07-25,4712-12-31,AD,15,29,120733
U210,2022-07-25,4712-12-31,AD,12,07,84657
U210,2022-07-25,4712-12-31,AD,12,08,86874
U210,2022-07-25,4712-12-31,AD,12,09,89111
U210,2022-07-25,4712-12-31,AD,12,10,91362
U210,2022-07-25,4712-12-31,AD,12,11,93622
U210,2022-07-25,4712-12-31,AD,12,12,95902
U210,2022-07-25,4712-12-31,AD,12,13,98189
U210,2022-07-25,4712-12-31,AD,12,14,100483
U210,2022-07-25,4712-12-31,AD,12,15,102787
U210,2022-07-25,4712-12-31,AD,12,16,105087
U210,2022-07-25,4712-12-31,AD,12,17,107394
U210,2022-07-25,4712-12-31,AD,12,18,109699
U210,2022-07-25,4712-12-31,AD,12,19,112005
U210,2022-07-25,4712-12-31,AD,12,20,114301
U210,2022-07-25,4712-12-31,AD,12,21,116586
U210,2022-07-25,4712-12-31,AD,12,22,118868
U210,2022-07-25,4712-12-31,AD,12,23,121135
U210,2022-07-25,4712-12-31,AD,12,24,123387
U210,2022-07-25,4712-12-31,AD,12,25,125615
U210,2022-07-25,4712-12-31,AD,12,26,127828
U210,2022-07-25,4712-12-31,AD,12,27,130015
U210,2022-07-25,4712-12-31,AD,12,28,132186
U210,2022-07-25,4712-12-31,AD,12,29,134315
U210,2022-07-25,4712-12-31,AD,13,00,72124
U210,2022-07-25,4712-12-31,AD,13,01,74179
U210,2022-07-25,4712-12-31,AD,13,02,76259
U210,2022-07-25,4712-12-31,AD,13,03,78365
U210,2022-07-25,4712-12-31,AD,13,04,80493
U210,2022-07-25,4712-12-31,AD,13,05,82655
U210,2022-07-25,4712-12-31,AD,13,06,84830
U210,2022-07-25,4712-12-31,AD,13,07,87029
U210,2022-07-25,4712-12-31,AD,13,08,89245
U210,2022-07-25,4712-12-31,AD,13,09,91482
U210,2022-07-25,4712-12-31,AD,13,10,93732
U210,2022-07-25,4712-12-31,AD,13,11,95998
U210,2022-07-25,4712-12-31,AD,13,12,98271
U210,2022-07-25,4712-12-31,AD,13,13,100559
U210,2022-07-25,4712-12-31,AD,13,14,102857
U210,2022-07-25,4712-12-31,AD,13,15,105155
U210,2022-07-25,4712-12-31,AD,13,16,107461
U210,2022-07-25,4712-12-31,AD,13,17,109762
U210,2022-07-25,4712-12-31,AD,13,18,112071
U210,2022-07-25,4712-12-31,AD,13,19,114372
U210,2022-07-25,4712-12-31,AD,13,20,116673
U210,2022-07-25,4712-12-31,AD,13,21,118958
U210,2022-07-25,4712-12-31,AD,13,22,121238
U210,2022-07-25,4712-12-31,AD,13,23,123508
U210,2022-07-25,4712-12-31,AD,13,24,125753
U210,2022-07-25,4712-12-31,AD,13,25,127987
U210,2022-07-25,4712-12-31,AD,13,26,130200
U210,2022-07-25,4712-12-31,AD,13,27,132391
U210,2022-07-25,4712-12-31,AD,13,28,134549
U210,2022-07-25,4712-12-31,AD,13,29,136691
U210,2022-07-25,4712-12-31,AD,14,00,77103
U210,2022-07-25,4712-12-31,AD,14,01,79158
U210,2022-07-25,4712-12-31,AD,14,02,81238
U210,2022-07-25,4712-12-31,AD,14,03,83345
U210,2022-07-25,4712-12-31,AD,14,04,85476
U210,2022-07-25,4712-12-31,AD,14,05,87633
U210,2022-07-25,4712-12-31,AD,14,06,89807
U210,2022-07-25,4712-12-31,AD,14,07,92005
U210,2022-07-25,4712-12-31,AD,14,08,94223
U210,2022-07-25,4712-12-31,AD,14,09,96463
U210,2022-07-25,4712-12-31,AD,14,10,98708
U210,2022-07-25,4712-12-31,AD,14,11,100974
U210,2022-07-25,4712-12-31,AD,14,12,103250
U210,2022-07-25,4712-12-31,AD,14,13,105536
U210,2022-07-25,4712-12-31,AD,14,14,107834
U210,2022-07-25,4712-12-31,AD,14,15,110135
U210,2022-07-25,4712-12-31,AD,14,16,112440
U210,2022-07-25,4712-12-31,AD,14,17,114743
U210,2022-07-25,4712-12-31,AD,14,18,117051
U210,2022-07-25,4712-12-31,AD,14,19,119356
U210,2022-07-25,4712-12-31,AD,14,20,121654
U210,2022-07-25,4712-12-31,AD,14,21,123935
U210,2022-07-25,4712-12-31,AD,14,22,126219
U210,2022-07-25,4712-12-31,AD,14,23,128483
U210,2022-07-25,4712-12-31,AD,14,24,130730
U210,2022-07-25,4712-12-31,AD,14,25,132962
U210,2022-07-25,4712-12-31,AD,14,26,135177
U210,2022-07-25,4712-12-31,AD,14,27,137367
U210,2022-07-25,4712-12-31,AD,14,28,139530
U210,2022-07-25,4712-12-31,AD,14,29,141669
U210,2022-07-25,4712-12-31,AD,15,00,82079
U210,2022-07-25,4712-12-31,AD,15,01,84136
U210,2022-07-25,4712-12-31,AD,15,02,86216
U210,2022-07-25,4712-12-31,AD,15,03,88322
U210,2022-07-25,4712-12-31,AD,15,04,90453
U210,2022-07-25,4712-12-31,AD,15,05,92611
U210,2022-07-25,4712-12-31,AD,11,00,67385
U210,2022-07-25,4712-12-31,AD,11,01,69433
U210,2022-07-25,4712-12-31,AD,15,06,94785
U210,2022-07-25,4712-12-31,AD,15,07,96988
U210,2022-07-25,4712-12-31,AD,15,08,99202
U210,2022-07-25,4712-12-31,AD,15,09,101439
U210,2022-07-25,4712-12-31,AD,15,10,103686
U210,2022-07-25,4712-12-31,AD,15,11,105951
U210,2022-07-25,4712-12-31,AD,15,12,108232
U210,2022-07-25,4712-12-31,AD,15,13,110517
U210,2022-07-25,4712-12-31,AD,15,14,112812
U210,2022-07-25,4712-12-31,AD,15,15,115112
U210,2022-07-25,4712-12-31,AD,15,16,117415
U210,2022-07-25,4712-12-31,AD,15,17,119719
U210,2022-07-25,4712-12-31,AD,15,18,122031
U210,2022-07-25,4712-12-31,AD,15,19,124332
U210,2022-07-25,4712-12-31,AD,15,20,126628
U210,2022-07-25,4712-12-31,AD,15,21,128913
U210,2022-07-25,4712-12-31,AD,15,22,131197
U210,2022-07-25,4712-12-31,AD,15,23,133459
U210,2022-07-25,4712-12-31,AD,15,24,135711
U210,2022-07-25,4712-12-31,AD,15,25,137940
U210,2022-07-25,4712-12-31,AD,15,26,140157
U210,2022-07-25,4712-12-31,AD,15,27,142346
U210,2022-07-25,4712-12-31,AD,15,28,144510
U210,2022-07-25,4712-12-31,AD,15,29,146645
U210,2022-07-25,4712-12-31,AD,16,00,87057
U210,2022-07-25,4712-12-31,AD,16,01,89114
U210,2022-07-25,4712-12-31,AD,16,02,91194
U210,2022-07-25,4712-12-31,AD,16,03,93299
U210,2022-07-25,4712-12-31,AD,16,04,95433
U210,2022-07-25,4712-12-31,AD,16,05,97589
U210,2022-07-25,4712-12-31,AD,16,06,99763
U210,2022-07-25,4712-12-31,AD,16,07,101966
U210,2022-07-25,4712-12-31,AD,16,08,104182
U210,2022-07-25,4712-12-31,AD,16,09,106415
U210,2022-07-25,4712-12-31,AD,16,10,108666
U210,2022-07-25,4712-12-31,AD,16,11,110931
U210,2022-07-25,4712-12-31,AD,16,12,113208
U210,2022-07-25,4712-12-31,AD,16,13,115494
U210,2022-07-25,4712-12-31,AD,16,14,117792
U210,2022-07-25,4712-12-31,AD,16,15,120092
U210,2022-07-25,4712-12-31,AD,16,16,122394
U210,2022-07-25,4712-12-31,AD,16,17,124701
U210,2022-07-25,4712-12-31,AD,16,18,127006
U210,2022-07-25,4712-12-31,AD,16,19,129309
U210,2022-07-25,4712-12-31,AD,16,20,131607
U210,2022-07-25,4712-12-31,AD,16,21,133895
U210,2022-07-25,4712-12-31,AD,16,22,136174
U210,2022-07-25,4712-12-31,AD,16,23,138441
U210,2022-07-25,4712-12-31,AD,16,24,140690
U210,2022-07-25,4712-12-31,AD,16,25,142921
U210,2022-07-25,4712-12-31,AD,16,26,145136
U210,2022-07-25,4712-12-31,AD,11,02,71514
U210,2022-07-25,4712-12-31,AD,11,03,73626
U210,2022-07-25,4712-12-31,AD,11,04,75753
U210,2022-07-25,4712-12-31,AD,11,05,77911
U210,2022-07-25,4712-12-31,AD,11,06,80091
U210,2022-07-25,4712-12-31,AD,11,07,82287
U210,2022-07-25,4712-12-31,AD,11,08,84505
U210,2022-07-25,4712-12-31,AD,11,09,86740
U210,2022-07-25,4712-12-31,AD,11,10,88991
U210,2022-07-25,4712-12-31,AD,11,11,91253
U210,2022-07-25,4712-12-31,AD,11,12,93531
U210,2022-07-25,4712-12-31,AD,11,13,95818
U210,2022-07-25,4712-12-31,AD,11,14,98114
U210,2022-07-25,4712-12-31,AD,11,15,100416
U210,2022-07-25,4712-12-31,AD,11,16,102719
U210,2022-07-25,4712-12-31,AD,11,17,105025
U210,2022-07-25,4712-12-31,AD,11,18,107330
U210,2022-07-25,4712-12-31,AD,11,19,109636
U210,2022-07-25,4712-12-31,AD,11,20,111930
U210,2022-07-25,4712-12-31,AD,11,21,114217
U210,2022-07-25,4712-12-31,AD,11,22,116495
U210,2022-07-25,4712-12-31,AD,11,23,118764
U210,2022-07-25,4712-12-31,AD,11,24,121015
U210,2022-07-25,4712-12-31,AD,11,25,123245
U210,2022-07-25,4712-12-31,AD,11,26,125461
U210,2022-07-25,4712-12-31,AD,11,27,127648
U210,2022-07-25,4712-12-31,AD,11,28,129810
U210,2022-07-25,4712-12-31,AD,11,29,131948
U210,2022-07-25,4712-12-31,AD,12,00,69753
U210,2022-07-25,4712-12-31,AD,12,01,71807
U210,2022-07-25,4712-12-31,AD,12,02,73889
U210,2022-07-25,4712-12-31,AD,12,03,75993
U210,2022-07-25,4712-12-31,AD,12,04,78126
U210,2022-07-25,4712-12-31,AD,12,05,80284
U210,2022-07-25,4712-12-31,AD,12,06,82456
U210,2022-07-25,4712-12-31,AD,16,27,147326
U210,2022-07-25,4712-12-31,AD,16,28,149487
U210,2022-07-25,4712-12-31,AD,16,29,151622
U210,2022-07-25,4712-12-31,AD,17,00,92985
U210,2022-07-25,4712-12-31,AD,17,01,95040
U210,2022-07-25,4712-12-31,AD,17,02,97119
U210,2022-07-25,4712-12-31,AD,17,03,99227
U210,2022-07-25,4712-12-31,AD,17,04,101358
U210,2022-07-25,4712-12-31,AD,17,05,103517
U210,2022-07-25,4712-12-31,AD,17,06,105693
U210,2022-07-25,4712-12-31,AD,17,07,107892
U210,2022-07-25,4712-12-31,AD,17,08,110108
U210,2022-07-25,4712-12-31,AD,17,09,112345
U210,2022-07-25,4712-12-31,AD,17,10,114593
U210,2022-07-25,4712-12-31,AD,17,11,116859
U210,2022-07-25,4712-12-31,AD,17,12,119135
U210,2022-07-25,4712-12-31,AD,17,13,121423
U210,2022-07-25,4712-12-31,AD,17,14,123719
U210,2022-07-25,4712-12-31,AD,17,15,126019
U210,2022-07-25,4712-12-31,AD,17,16,128321
U210,2022-07-25,4712-12-31,AD,17,17,130626
U210,2022-07-25,4712-12-31,AD,17,18,132938
U210,2022-07-25,4712-12-31,AD,17,19,135237
U210,2022-07-25,4712-12-31,AD,17,20,137537
U210,2022-07-25,4712-12-31,AD,17,21,139821
U210,2022-07-25,4712-12-31,AD,17,22,142101
U210,2022-07-25,4712-12-31,AD,17,23,144371
U210,2022-07-25,4712-12-31,AD,17,24,146616
U210,2022-07-25,4712-12-31,AD,17,25,148847
U210,2022-07-25,4712-12-31,AD,17,26,151061
U210,2022-07-25,4712-12-31,AD,17,27,153252
U210,2022-07-25,4712-12-31,AD,17,28,155412
U210,2022-07-25,4712-12-31,AD,17,29,157551
U210,2022-07-25,4712-12-31,AD,18,00,98918
U210,2022-07-25,4712-12-31,AD,18,01,100966
U210,2022-07-25,4712-12-31,AD,18,02,103050
U210,2022-07-25,4712-12-31,AD,18,03,105153
U210,2022-07-25,4712-12-31,AD,18,04,107283
U210,2022-07-25,4712-12-31,AD,18,05,109441
U210,2022-07-25,4712-12-31,AD,18,06,111620
U210,2022-07-25,4712-12-31,AD,18,07,113817
U210,2022-07-25,4712-12-31,AD,18,08,116035
U210,2022-07-25,4712-12-31,AD,18,09,118271
U210,2022-07-25,4712-12-31,AD,18,10,120522
U210,2022-07-25,4712-12-31,AD,18,11,122784
U210,2022-07-25,4712-12-31,AD,18,12,125064
U210,2022-07-25,4712-12-31,AD,18,13,127344
U210,2022-07-25,4712-12-31,AD,18,14,129647
U210,2022-07-25,4712-12-31,AD,18,15,131947
U210,2022-07-25,4712-12-31,AD,18,16,134252
U210,2022-07-25,4712-12-31,AD,18,17,136554
U210,2022-07-25,4712-12-31,AD,18,18,138858
U210,2022-07-25,4712-12-31,AD,18,19,141165
U210,2022-07-25,4712-12-31,AD,18,20,143459
U210,2022-07-25,4712-12-31,AD,18,21,145748
U210,2022-07-25,4712-12-31,AD,18,22,148027
U210,2022-07-25,4712-12-31,AD,18,23,150296
U210,2022-07-25,4712-12-31,AD,18,24,152543
U210,2022-07-25,4712-12-31,AD,18,25,154774
U210,2022-07-25,4712-12-31,AD,18,26,156990
U210,2022-07-25,4712-12-31,AD,18,27,159179
U210,2022-07-25,4712-12-31,AD,18,28,161343
U210,2022-07-25,4712-12-31,AD,18,29,163475
U230,2022-07-25,4712-12-31,AD,18,21,182187
U230,2022-07-25,4712-12-31,AD,18,22,185034
U230,2022-07-25,4712-12-31,AD,18,23,187869
U230,2022-07-25,4712-12-31,AD,18,24,190680
U230,2022-07-25,4712-12-31,AD,18,25,193470
U230,2022-07-25,4712-12-31,AD,18,26,196235
U230,2022-07-25,4712-12-31,AD,18,27,198974
U230,2022-07-25,4712-12-31,AD,18,28,201676
U230,2022-07-25,4712-12-31,AD,18,29,204345
U230,2022-07-25,4712-12-31,AD,14,01,98947
